,Season,Date,Odds,Winner,Loser,Outcome,Point Differential
43,2007-08,2007-11-19,3.1,1610612737,1610612759,False,-12
44,2007-08,2007-11-19,1.8333333333333335,1610612744,1610612752,True,26
45,2007-08,2007-11-19,2.0,1610612752,1610612744,False,-26
46,2007-08,2007-11-19,4.55,1610612761,1610612742,False,-6
47,2007-08,2007-11-19,1.2352941176470589,1610612742,1610612761,True,6
48,2007-08,2007-11-19,4.7,1610612741,1610612743,False,-21
49,2007-08,2007-11-19,1.2222222222222223,1610612743,1610612741,True,21
50,2007-08,2007-11-19,1.303030303030303,1610612756,1610612758,True,2
51,2007-08,2007-11-19,3.8,1610612758,1610612756,False,-2
52,2007-08,2007-11-20,3.5,1610612764,1610612766,True,3
53,2007-08,2007-11-20,1.3333333333333333,1610612766,1610612764,False,-3
54,2007-08,2007-11-20,7.2,1610612744,1610612738,False,-23
55,2007-08,2007-11-20,1.1219512195121952,1610612738,1610612744,True,23
56,2007-08,2007-11-20,2.2,1610612742,1610612745,True,6
57,2007-08,2007-11-20,1.7142857142857144,1610612745,1610612742,False,-6
58,2007-08,2007-11-20,4.6,1610612737,1610612748,True,3
59,2007-08,2007-11-20,1.2325581395348837,1610612748,1610612737,False,-3
60,2007-08,2007-11-20,3.75,1610612754,1610612740,True,12
61,2007-08,2007-11-20,1.3076923076923077,1610612740,1610612754,False,-12
62,2007-08,2007-11-20,2.55,1610612761,1610612763,True,6
63,2007-08,2007-11-20,1.5714285714285714,1610612763,1610612761,False,-6
64,2007-08,2007-11-20,1.434782608695652,1610612739,1610612750,True,11
65,2007-08,2007-11-20,2.9,1610612750,1610612739,False,-11
66,2007-08,2007-11-20,1.7407407407407407,1610612747,1610612749,False,-7
67,2007-08,2007-11-20,2.15,1610612749,1610612747,True,7
68,2007-08,2007-11-20,7.0,1610612752,1610612765,False,-12
69,2007-08,2007-11-20,1.125,1610612765,1610612752,True,12
70,2007-08,2007-11-20,3.25,1610612753,1610612759,False,-18
71,2007-08,2007-11-20,1.3773584905660377,1610612759,1610612753,True,18
72,2007-08,2007-11-20,11.0,1610612758,1610612756,False,-16
73,2007-08,2007-11-20,1.0625,1610612756,1610612758,True,16
74,2007-08,2007-11-20,2.35,1610612751,1610612757,True,5
75,2007-08,2007-11-20,1.6451612903225805,1610612757,1610612751,False,-5
76,2007-08,2007-11-20,1.3225806451612903,1610612743,1610612746,False,-11
77,2007-08,2007-11-20,3.6,1610612746,1610612743,True,11
78,2007-08,2007-11-22,1.7407407407407407,1610612744,1610612764,True,8
79,2007-08,2007-11-22,2.15,1610612764,1610612744,False,-8
80,2007-08,2007-11-22,5.0,1610612766,1610612753,False,-13
81,2007-08,2007-11-22,1.2,1610612753,1610612766,True,13
82,2007-08,2007-11-22,4.0,1610612747,1610612738,False,-13
83,2007-08,2007-11-22,1.2777777777777777,1610612738,1610612747,True,13
84,2007-08,2007-11-22,5.5,1610612755,1610612765,False,-5
85,2007-08,2007-11-22,1.1666666666666667,1610612765,1610612755,True,5
86,2007-08,2007-11-22,1.2941176470588236,1610612742,1610612754,False,-4
87,2007-08,2007-11-22,3.8,1610612754,1610612742,True,4
88,2007-08,2007-11-22,1.606060606060606,1610612745,1610612748,False,-7
89,2007-08,2007-11-22,2.45,1610612748,1610612745,True,7
90,2007-08,2007-11-22,7.5,1610612763,1610612759,False,-13
91,2007-08,2007-11-22,1.1111111111111112,1610612759,1610612763,True,13
92,2007-08,2007-11-22,16.0,1610612750,1610612743,False,-6
93,2007-08,2007-11-22,1.0526315789473684,1610612743,1610612750,True,6
94,2007-08,2007-11-22,13.5,1610612746,1610612756,False,-19
95,2007-08,2007-11-22,1.0606060606060606,1610612756,1610612746,True,19
96,2007-08,2007-11-22,3.5,1610612740,1610612762,False,-28
97,2007-08,2007-11-22,1.3333333333333333,1610612762,1610612740,True,28
98,2007-08,2007-11-22,2.7,1610612758,1610612757,False,-3
99,2007-08,2007-11-22,1.5,1610612757,1610612758,True,3
100,2007-08,2007-11-22,1.625,1610612751,1610612760,True,5
101,2007-08,2007-11-22,2.4,1610612760,1610612751,False,-5
102,2007-08,2007-11-23,2.7,1610612761,1610612739,False,-3
103,2007-08,2007-11-23,1.5,1610612739,1610612761,True,3
104,2007-08,2007-11-23,1.7142857142857144,1610612741,1610612752,False,-7
105,2007-08,2007-11-23,2.2,1610612752,1610612741,True,7
106,2007-08,2007-11-23,1.303030303030303,1610612738,1610612766,True,1
107,2007-08,2007-11-23,3.8,1610612766,1610612738,False,-1
108,2007-08,2007-11-23,3.35,1610612748,1610612753,False,-21
109,2007-08,2007-11-23,1.3636363636363638,1610612753,1610612748,True,21
110,2007-08,2007-11-23,1.606060606060606,1610612744,1610612755,True,2
111,2007-08,2007-11-23,2.45,1610612755,1610612744,False,-2
112,2007-08,2007-11-23,1.5128205128205128,1610612737,1610612750,True,7
113,2007-08,2007-11-23,2.65,1610612750,1610612737,False,-7
114,2007-08,2007-11-23,2.9,1610612764,1610612763,False,-6
115,2007-08,2007-11-23,1.434782608695652,1610612763,1610612764,True,6
116,2007-08,2007-11-23,3.1,1610612743,1610612745,False,-28
117,2007-08,2007-11-23,1.4,1610612745,1610612743,True,28
118,2007-08,2007-11-23,1.5714285714285714,1610612742,1610612749,False,-2
119,2007-08,2007-11-23,2.55,1610612749,1610612742,True,2
120,2007-08,2007-11-23,1.6666666666666665,1610612740,1610612746,True,9
121,2007-08,2007-11-23,2.3,1610612746,1610612740,False,-9
122,2007-08,2007-11-24,2.75,1610612741,1610612761,False,-15
123,2007-08,2007-11-24,1.4878048780487805,1610612761,1610612741,True,15
124,2007-08,2007-11-24,1.8333333333333335,1610612762,1610612765,True,10
125,2007-08,2007-11-24,2.0,1610612765,1610612762,False,-10
126,2007-08,2007-11-24,2.1,1610612739,1610612754,True,5
127,2007-08,2007-11-24,1.7692307692307692,1610612754,1610612739,False,-5
128,2007-08,2007-11-24,1.1666666666666667,1610612759,1610612760,True,15
129,2007-08,2007-11-24,5.75,1610612760,1610612759,False,-15
130,2007-08,2007-11-24,3.4,1610612751,1610612747,True,2
131,2007-08,2007-11-24,1.3448275862068966,1610612747,1610612751,False,-2
132,2007-08,2007-11-25,1.4166666666666667,1610612762,1610612752,False,-4
133,2007-08,2007-11-25,3.0,1610612752,1610612762,True,4
134,2007-08,2007-11-25,7.0,1610612750,1610612740,True,9
135,2007-08,2007-11-25,1.125,1610612740,1610612750,False,-9
136,2007-08,2007-11-25,8.5,1610612764,1610612742,True,12
137,2007-08,2007-11-25,1.0909090909090908,1610612742,1610612764,False,-12
138,2007-08,2007-11-25,1.3846153846153846,1610612759,1610612758,False,-13
139,2007-08,2007-11-25,3.2,1610612758,1610612759,True,13
140,2007-08,2007-11-25,1.4651162790697674,1610612753,1610612757,True,11
141,2007-08,2007-11-25,2.85,1610612757,1610612753,False,-11
142,2007-08,2007-11-25,1.3636363636363638,1610612745,1610612746,True,17
143,2007-08,2007-11-25,3.35,1610612746,1610612745,False,-17
144,2007-08,2007-11-25,1.5,1610612756,1610612744,False,-15
145,2007-08,2007-11-25,2.7,1610612744,1610612756,True,15
146,2007-08,2007-11-26,1.606060606060606,1610612738,1610612739,False,-5
147,2007-08,2007-11-26,2.45,1610612739,1610612738,True,5
148,2007-08,2007-11-26,3.0,1610612763,1610612751,True,7
149,2007-08,2007-11-26,1.4166666666666667,1610612751,1610612763,False,-7
150,2007-08,2007-11-26,4.05,1610612766,1610612748,False,-20
151,2007-08,2007-11-26,1.273972602739726,1610612748,1610612766,True,20
152,2007-08,2007-11-26,3.25,1610612755,1610612749,True,15
153,2007-08,2007-11-26,1.3773584905660377,1610612749,1610612755,False,-15
154,2007-08,2007-11-26,2.9,1610612737,1610612741,False,-12
155,2007-08,2007-11-26,1.434782608695652,1610612741,1610612737,True,12
156,2007-08,2007-11-26,3.95,1610612754,1610612743,True,2
157,2007-08,2007-11-26,1.2816901408450705,1610612743,1610612754,False,-2
158,2007-08,2007-11-26,7.5,1610612760,1610612747,False,-7
159,2007-08,2007-11-26,1.1111111111111112,1610612747,1610612760,True,7
160,2007-08,2007-11-27,3.5,1610612763,1610612761,False,-12
161,2007-08,2007-11-27,1.3333333333333333,1610612761,1610612763,True,12
162,2007-08,2007-11-27,1.3846153846153846,1610612762,1610612755,True,11
163,2007-08,2007-11-27,3.2,1610612755,1610612762,False,-11
164,2007-08,2007-11-27,2.5,1610612749,1610612737,False,-16
165,2007-08,2007-11-27,1.5882352941176472,1610612737,1610612749,True,16
166,2007-08,2007-11-27,4.3,1610612739,1610612765,False,-35
167,2007-08,2007-11-27,1.25,1610612765,1610612739,True,35
168,2007-08,2007-11-27,11.5,1610612750,1610612742,False,-6
169,2007-08,2007-11-27,1.0588235294117647,1610612742,1610612750,True,6
170,2007-08,2007-11-27,8.5,1610612764,1610612759,False,-15
171,2007-08,2007-11-27,1.0909090909090908,1610612759,1610612764,True,15
172,2007-08,2007-11-27,2.6,1610612745,1610612756,True,6
173,2007-08,2007-11-27,1.526315789473684,1610612756,1610612745,False,-6
174,2007-08,2007-11-27,2.6,1610612754,1610612757,True,6
175,2007-08,2007-11-27,1.526315789473684,1610612757,1610612754,False,-6
176,2007-08,2007-11-27,1.2666666666666666,1610612753,1610612760,True,16
177,2007-08,2007-11-27,4.15,1610612760,1610612753,False,-16
178,2007-08,2007-11-27,1.8,1610612744,1610612758,True,7
179,2007-08,2007-11-27,2.05,1610612758,1610612744,False,-7
180,2007-08,2007-11-28,8.0,1610612752,1610612738,False,-45
181,2007-08,2007-11-28,1.1,1610612738,1610612752,True,45
182,2007-08,2007-11-28,2.9,1610612743,1610612747,False,-28
183,2007-08,2007-11-28,1.434782608695652,1610612747,1610612743,True,28
184,2007-08,2007-11-28,1.7692307692307692,1610612745,1610612744,False,-19
185,2007-08,2007-11-28,2.1,1610612744,1610612745,True,19
186,2007-08,2007-11-29,2.25,1610612764,1610612755,False,-1
187,2007-08,2007-11-29,1.6896551724137931,1610612755,1610612764,True,1
188,2007-08,2007-11-29,3.35,1610612739,1610612761,False,-9
189,2007-08,2007-11-29,1.3636363636363638,1610612761,1610612739,True,9
190,2007-08,2007-11-29,1.8333333333333335,1610612740,1610612737,True,6
191,2007-08,2007-11-29,2.0,1610612737,1610612740,False,-6
192,2007-08,2007-11-29,1.8333333333333335,1610612749,1610612752,False,-3
193,2007-08,2007-11-29,2.0,1610612752,1610612749,True,3
194,2007-08,2007-11-29,1.1666666666666667,1610612759,1610612750,True,15
195,2007-08,2007-11-29,5.75,1610612750,1610612759,False,-15
196,2007-08,2007-11-29,1.6896551724137931,1610612738,1610612748,True,10
197,2007-08,2007-11-29,2.25,1610612748,1610612738,False,-10
198,2007-08,2007-11-29,9.5,1610612757,1610612742,False,-11
199,2007-08,2007-11-29,1.0769230769230769,1610612742,1610612757,True,11
200,2007-08,2007-11-29,2.9,1610612747,1610612762,False,-24
201,2007-08,2007-11-29,1.434782608695652,1610612762,1610612747,True,24
202,2007-08,2007-11-29,2.9,1610612753,1610612756,False,-4
203,2007-08,2007-11-29,1.434782608695652,1610612756,1610612753,True,4
204,2007-08,2007-11-29,1.8,1610612754,1610612760,False,-2
205,2007-08,2007-11-29,2.05,1610612760,1610612754,True,2
206,2007-08,2007-11-29,5.0,1610612746,1610612743,False,-16
207,2007-08,2007-11-29,1.2,1610612743,1610612746,True,16
208,2007-08,2007-11-30,2.35,1610612761,1610612764,False,-4
209,2007-08,2007-11-30,1.6451612903225805,1610612764,1610612761,True,4
210,2007-08,2007-11-30,3.9,1610612755,1610612751,False,-2
211,2007-08,2007-11-30,1.2857142857142856,1610612751,1610612755,True,2
212,2007-08,2007-11-30,4.7,1610612750,1610612763,False,-29
213,2007-08,2007-11-30,1.2222222222222223,1610612763,1610612750,True,29
214,2007-08,2007-11-30,1.6666666666666665,1610612742,1610612740,False,-4
215,2007-08,2007-11-30,2.3,1610612740,1610612742,True,4
216,2007-08,2007-11-30,1.434782608695652,1610612765,1610612749,True,26
217,2007-08,2007-11-30,2.9,1610612749,1610612765,False,-26
218,2007-08,2007-11-30,3.75,1610612766,1610612741,False,-16
219,2007-08,2007-11-30,1.3076923076923077,1610612741,1610612766,True,16
220,2007-08,2007-11-30,1.3846153846153846,1610612745,1610612758,False,-8
221,2007-08,2007-11-30,3.2,1610612758,1610612745,True,8
222,2007-08,2007-12-01,15.0,1610612739,1610612738,False,-10
223,2007-08,2007-12-01,1.0357142857142858,1610612738,1610612739,True,10
224,2007-08,2007-12-01,1.9090909090909092,1610612754,1610612746,True,6
225,2007-08,2007-12-01,1.9090909090909092,1610612746,1610612754,False,-6
226,2007-08,2007-12-01,10.5,1610612757,1610612759,False,-21
227,2007-08,2007-12-01,1.0666666666666667,1610612759,1610612757,True,21
228,2007-08,2007-12-01,3.95,1610612751,1610612765,False,-23
229,2007-08,2007-12-01,1.2816901408450705,1610612765,1610612751,True,23
230,2007-08,2007-12-01,1.25,1610612756,1610612752,True,11
231,2007-08,2007-12-01,4.3,1610612752,1610612756,False,-11
232,2007-08,2007-12-01,2.85,1610612748,1610612743,False,-26
233,2007-08,2007-12-01,1.4651162790697674,1610612743,1610612748,True,26
234,2007-08,2007-12-01,1.3846153846153846,1610612744,1610612760,True,13
235,2007-08,2007-12-01,3.2,1610612760,1610612744,False,-13
236,2007-08,2007-12-01,1.9523809523809523,1610612753,1610612747,True,7
237,2007-08,2007-12-01,1.8695652173913042,1610612747,1610612753,False,-7
238,2007-08,2007-12-02,2.35,1610612737,1610612755,True,9
239,2007-08,2007-12-02,1.6451612903225805,1610612755,1610612737,False,-9
240,2007-08,2007-12-02,2.55,1610612766,1610612761,False,-19
241,2007-08,2007-12-02,1.5714285714285714,1610612761,1610612766,True,19
242,2007-08,2007-12-02,4.55,1610612757,1610612763,True,1
243,2007-08,2007-12-02,1.2352941176470589,1610612763,1610612757,False,-1
244,2007-08,2007-12-02,1.625,1610612742,1610612741,True,5
245,2007-08,2007-12-02,2.4,1610612741,1610612742,False,-5
246,2007-08,2007-12-02,5.75,1610612748,1610612762,False,-9
247,2007-08,2007-12-02,1.1666666666666667,1610612762,1610612748,True,9
248,2007-08,2007-12-02,2.5,1610612753,1610612744,True,6
249,2007-08,2007-12-02,1.5882352941176472,1610612744,1610612753,False,-6
250,2007-08,2007-12-03,2.35,1610612751,1610612739,True,21
251,2007-08,2007-12-03,1.6451612903225805,1610612739,1610612751,False,-21
252,2007-08,2007-12-03,1.4166666666666667,1610612765,1610612737,True,11
253,2007-08,2007-12-03,3.0,1610612737,1610612765,False,-11
254,2007-08,2007-12-03,1.4,1610612756,1610612754,True,4
255,2007-08,2007-12-03,3.1,1610612754,1610612756,False,-4
256,2007-08,2007-12-03,1.2857142857142856,1610612747,1610612750,True,21
257,2007-08,2007-12-03,3.9,1610612750,1610612747,False,-21
258,2007-08,2007-12-03,1.6896551724137931,1610612762,1610612758,False,-10
259,2007-08,2007-12-03,2.25,1610612758,1610612762,True,10
260,2007-08,2007-12-03,2.1,1610612749,1610612746,True,9
261,2007-08,2007-12-03,1.7692307692307692,1610612746,1610612749,False,-9
262,2007-08,2007-12-04,1.1818181818181819,1610612738,1610612755,True,10
263,2007-08,2007-12-04,5.5,1610612755,1610612738,False,-10
264,2007-08,2007-12-04,5.5,1610612739,1610612764,False,-19
265,2007-08,2007-12-04,1.1818181818181819,1610612764,1610612739,True,19
266,2007-08,2007-12-04,1.8333333333333335,1610612741,1610612766,True,9
267,2007-08,2007-12-04,2.0,1610612766,1610612741,False,-9
268,2007-08,2007-12-04,1.3076923076923077,1610612756,1610612761,True,13
269,2007-08,2007-12-04,3.75,1610612761,1610612756,False,-13
270,2007-08,2007-12-04,2.85,1610612752,1610612751,True,7
271,2007-08,2007-12-04,1.4651162790697674,1610612751,1610612752,False,-7
272,2007-08,2007-12-04,2.0,1610612765,1610612740,True,15
273,2007-08,2007-12-04,1.8333333333333335,1610612740,1610612765,False,-15
274,2007-08,2007-12-04,1.7142857142857144,1610612742,1610612759,False,-2
275,2007-08,2007-12-04,2.2,1610612759,1610612742,True,2
276,2007-08,2007-12-04,6.0,1610612763,1610612745,False,-13
277,2007-08,2007-12-04,1.16,1610612745,1610612763,True,13
278,2007-08,2007-12-04,4.15,1610612747,1610612743,True,4
279,2007-08,2007-12-04,1.2666666666666666,1610612743,1610612747,False,-4
280,2007-08,2007-12-04,2.55,1610612746,1610612760,False,-7
281,2007-08,2007-12-04,1.5714285714285714,1610612760,1610612746,True,7
282,2007-08,2007-12-04,6.0,1610612749,1610612744,False,-30
283,2007-08,2007-12-04,1.16,1610612744,1610612749,True,30
284,2007-08,2007-12-05,4.7,1610612750,1610612737,False,-1
285,2007-08,2007-12-05,1.2222222222222223,1610612737,1610612750,True,1
286,2007-08,2007-12-05,4.3,1610612743,1610612742,True,13
287,2007-08,2007-12-05,1.25,1610612742,1610612743,False,-13
288,2007-08,2007-12-05,1.6896551724137931,1610612748,1610612757,False,-6
289,2007-08,2007-12-05,2.25,1610612757,1610612748,True,6
290,2007-08,2007-12-06,2.55,1610612752,1610612755,False,-11
291,2007-08,2007-12-06,1.5714285714285714,1610612755,1610612752,True,11
292,2007-08,2007-12-06,1.3703703703703702,1610612756,1610612764,True,15
293,2007-08,2007-12-06,3.3,1610612764,1610612756,False,-15
294,2007-08,2007-12-06,3.9,1610612754,1610612753,True,6
295,2007-08,2007-12-06,1.2857142857142856,1610612753,1610612754,False,-6
296,2007-08,2007-12-06,3.9,1610612741,1610612765,True,7
297,2007-08,2007-12-06,1.2857142857142856,1610612765,1610612741,False,-7
298,2007-08,2007-12-06,9.5,1610612761,1610612738,False,-28
299,2007-08,2007-12-06,1.0769230769230769,1610612738,1610612761,True,28
300,2007-08,2007-12-06,1.4651162790697674,1610612745,1610612751,True,7
301,2007-08,2007-12-06,2.85,1610612751,1610612745,False,-7
302,2007-08,2007-12-06,3.4,1610612763,1610612740,False,-2
303,2007-08,2007-12-06,1.3448275862068966,1610612740,1610612763,True,2
304,2007-08,2007-12-06,1.8695652173913042,1610612762,1610612759,False,-6
305,2007-08,2007-12-06,1.9523809523809523,1610612759,1610612762,True,6
306,2007-08,2007-12-06,2.9,1610612746,1610612758,True,10
307,2007-08,2007-12-06,1.434782608695652,1610612758,1610612746,False,-10
308,2007-08,2007-12-06,4.7,1610612748,1610612744,False,-7
309,2007-08,2007-12-06,1.2222222222222223,1610612744,1610612748,True,7
310,2007-08,2007-12-06,1.9090909090909092,1610612749,1610612760,False,-6
311,2007-08,2007-12-06,1.9090909090909092,1610612760,1610612749,True,6
312,2007-08,2007-12-07,4.0,1610612739,1610612766,False,-3
313,2007-08,2007-12-07,1.2777777777777777,1610612766,1610612739,True,3
314,2007-08,2007-12-07,2.6,1610612763,1610612737,False,-8
315,2007-08,2007-12-07,1.526315789473684,1610612737,1610612763,True,8
316,2007-08,2007-12-07,2.7,1610612755,1610612752,True,28
317,2007-08,2007-12-07,1.5,1610612752,1610612755,False,-28
318,2007-08,2007-12-07,1.1666666666666667,1610612756,1610612750,False,-7
319,2007-08,2007-12-07,5.75,1610612750,1610612756,True,7
320,2007-08,2007-12-07,3.25,1610612762,1610612742,False,-8
321,2007-08,2007-12-07,1.3773584905660377,1610612742,1610612762,True,8
322,2007-08,2007-12-07,1.4166666666666667,1610612738,1610612741,True,11
323,2007-08,2007-12-07,3.0,1610612741,1610612738,False,-11
324,2007-08,2007-12-07,11.0,1610612758,1610612743,False,-4
325,2007-08,2007-12-07,1.0625,1610612743,1610612758,True,4
326,2007-08,2007-12-08,1.526315789473684,1610612745,1610612761,False,-13
327,2007-08,2007-12-08,2.6,1610612761,1610612745,True,13
328,2007-08,2007-12-08,1.7142857142857144,1610612748,1610612746,True,6
329,2007-08,2007-12-08,2.2,1610612746,1610612748,False,-6
330,2007-08,2007-12-08,2.35,1610612749,1610612757,False,-4
331,2007-08,2007-12-08,1.6451612903225805,1610612757,1610612749,True,4
332,2007-08,2007-12-08,7.75,1610612766,1610612765,False,-19
333,2007-08,2007-12-08,1.1081081081081081,1610612765,1610612766,True,19
334,2007-08,2007-12-08,4.05,1610612760,1610612740,False,-3
335,2007-08,2007-12-08,1.273972602739726,1610612740,1610612760,True,3
336,2007-08,2007-12-08,2.3,1610612751,1610612764,False,-15
337,2007-08,2007-12-08,1.6666666666666665,1610612764,1610612751,True,15
338,2007-08,2007-12-08,2.4,1610612744,1610612747,False,-10
339,2007-08,2007-12-08,1.625,1610612747,1610612744,True,10
340,2007-08,2007-12-09,6.0,1610612737,1610612753,True,11
341,2007-08,2007-12-09,1.16,1610612753,1610612737,False,-11
342,2007-08,2007-12-09,1.392156862745098,1610612745,1610612755,False,-12
343,2007-08,2007-12-09,3.15,1610612755,1610612745,True,12
344,2007-08,2007-12-09,1.2352941176470589,1610612742,1610612752,True,10
345,2007-08,2007-12-09,4.55,1610612752,1610612742,False,-10
346,2007-08,2007-12-09,10.0,1610612748,1610612756,True,4
347,2007-08,2007-12-09,1.0714285714285714,1610612756,1610612748,False,-4
348,2007-08,2007-12-09,3.1,1610612749,1610612758,False,-3
349,2007-08,2007-12-09,1.4,1610612758,1610612749,True,3
350,2007-08,2007-12-10,2.15,1610612754,1610612739,False,-13
351,2007-08,2007-12-10,1.7407407407407407,1610612739,1610612754,True,13
352,2007-08,2007-12-10,4.3,1610612750,1610612764,False,-14
353,2007-08,2007-12-10,1.25,1610612764,1610612750,True,14
354,2007-08,2007-12-10,1.6896551724137931,1610612761,1610612737,True,12
355,2007-08,2007-12-10,2.25,1610612737,1610612761,False,-12
356,2007-08,2007-12-10,3.2,1610612746,1610612751,True,9
357,2007-08,2007-12-10,1.3846153846153846,1610612751,1610612746,False,-9
358,2007-08,2007-12-10,1.4166666666666667,1610612765,1610612763,True,10
359,2007-08,2007-12-10,3.0,1610612763,1610612765,False,-10
360,2007-08,2007-12-10,4.4,1610612760,1610612741,False,-27
361,2007-08,2007-12-10,1.2439024390243902,1610612741,1610612760,True,27
362,2007-08,2007-12-10,13.0,1610612757,1610612762,True,8
363,2007-08,2007-12-10,1.05,1610612762,1610612757,False,-8
364,2007-08,2007-12-10,2.2,1610612759,1610612744,False,-12
365,2007-08,2007-12-10,1.7142857142857144,1610612744,1610612759,True,12
366,2007-08,2007-12-11,4.3,1610612750,1610612755,False,-4
367,2007-08,2007-12-11,1.25,1610612755,1610612750,True,4
368,2007-08,2007-12-11,1.434782608695652,1610612742,1610612761,False,-16
369,2007-08,2007-12-11,2.9,1610612761,1610612742,True,16
370,2007-08,2007-12-11,2.1,1610612741,1610612754,False,-15
371,2007-08,2007-12-11,1.7692307692307692,1610612754,1610612741,True,15
372,2007-08,2007-12-11,3.1,1610612746,1610612766,False,-5
373,2007-08,2007-12-11,1.4,1610612766,1610612746,True,5
374,2007-08,2007-12-11,15.0,1610612758,1610612738,False,-12
375,2007-08,2007-12-11,1.0416666666666667,1610612738,1610612758,True,12
376,2007-08,2007-12-11,2.85,1610612760,1610612752,True,7
377,2007-08,2007-12-11,1.4651162790697674,1610612752,1610612760,False,-7
378,2007-08,2007-12-11,2.5,1610612765,1610612745,False,-3
379,2007-08,2007-12-11,1.5882352941176472,1610612745,1610612765,True,3
380,2007-08,2007-12-11,1.4761904761904763,1610612753,1610612749,False,-14
381,2007-08,2007-12-11,2.8,1610612749,1610612753,True,14
382,2007-08,2007-12-11,4.05,1610612740,1610612743,False,-6
383,2007-08,2007-12-11,1.273972602739726,1610612743,1610612740,True,6
384,2007-08,2007-12-11,1.5,1610612744,1610612757,False,-10
385,2007-08,2007-12-11,2.7,1610612757,1610612744,True,10
386,2007-08,2007-12-11,3.85,1610612762,1610612756,False,-5
387,2007-08,2007-12-11,1.2985074626865671,1610612756,1610612762,True,5
388,2007-08,2007-12-12,3.2,1610612764,1610612748,True,13
389,2007-08,2007-12-12,1.3846153846153846,1610612748,1610612764,False,-13
390,2007-08,2007-12-12,3.4,1610612759,1610612747,False,-5
391,2007-08,2007-12-12,1.3448275862068966,1610612747,1610612759,True,5
392,2007-08,2007-12-13,2.2,1610612761,1610612754,True,11
393,2007-08,2007-12-13,1.7142857142857144,1610612754,1610612761,False,-11
394,2007-08,2007-12-13,1.425531914893617,1610612753,1610612766,True,16
395,2007-08,2007-12-13,2.95,1610612766,1610612753,False,-16
396,2007-08,2007-12-13,2.95,1610612758,1610612755,True,10
397,2007-08,2007-12-13,1.425531914893617,1610612755,1610612758,False,-10
398,2007-08,2007-12-13,9.0,1610612749,1610612738,False,-22
399,2007-08,2007-12-13,1.0833333333333333,1610612738,1610612749,True,22
400,2007-08,2007-12-13,5.5,1610612737,1610612765,False,-10
401,2007-08,2007-12-13,1.1818181818181819,1610612765,1610612737,True,10
402,2007-08,2007-12-13,1.6451612903225805,1610612739,1610612751,False,-8
